name,tmdbId,movieId,actor_role
"""Diego Luna""","""8688""","""5225""","""Tenoch Iturbide"""
"""Ana López Mercado""","""17088""","""5225""","""Ana Morelos"""
"""Daniel Giménez Cacho""","""1603""","""5225""","""Narrator (voice)"""
"""Craig T. Nelson""","""8977""","""5226""","""Nickerson"""
"""Lea Thompson""","""1063""","""5226""","""Lisa"""
"""Charles Cioffi""","""6354""","""5226""","""Pop Djordjevic"""
"""Tom Cruise""","""500""","""5226""","""Stefen Djordjevic"""
"""Anthony Quinn""","""5401""","""5227""","""Barabbas"""
"""Silvana Mangano""","""12520""","""5227""","""Rachel"""
"""Arthur Kennedy""","""11128""","""5227""","""Pontius Pilate"""
"""Katy Jurado""","""4069""","""5227""","""Sara"""
"""Alexis Arquette""","""19578""","""5229""","""Bob"""
"""Lauren Luna Vélez""","""141610""","""5229""",null
"""Christian Maelen""","""217510""","""5229""","""Brendan"""
"""Jamie Harrold""","""86919""","""5229""",null
"""Bob Hope""","""82388""","""5230""","""'Painless' Peter Potter"""
"""Iris Adrian""","""34509""","""5230""","""Pepper"""
"""Robert Armstrong""","""3243""","""5230""","""Terris"""
"""Jane Russell""","""11165""","""5230""","""Calamity Jane"""
"""Anthony Quinn""","""5401""","""5231""","""Mullay Kasim"""
"""Dorothy Lamour""","""83400""","""5231""","""Princess Shalmar"""
"""Bob Hope""","""82388""","""5231""","""Orville Jackson"""
"""Bing Crosby""","""24937""","""5231""","""Jeff Peters"""
"""Bing Crosby""","""24937""","""5232""","""Joshua 'Josh' Mallon V"""
"""Dorothy Lamour""","""83400""","""5232""","""Mima"""
"""Bob Hope""","""82388""","""5232""","""Ace Lannigan"""
"""Charles Coburn""","""11169""","""5232""","""Joshua Mallon IV"""
"""Bing Crosby""","""24937""","""5233""","""Duke Johnson"""
"""Bob Hope""","""82388""","""5233""","""Chester Hooton"""
"""Dorothy Lamour""","""83400""","""5233""","""Sal Van Hoyden"""
"""Hillary Brooke""","""8241""","""5233""","""Kate"""
"""Una Merkel""","""13963""","""5234""","""Julia Quimby"""
"""Bob Hope""","""82388""","""5234""","""Hubert 'Fearless' Frazier"""
"""Dorothy Lamour""","""83400""","""5234""","""Donna Latour"""
"""Bing Crosby""","""24937""","""5234""","""Chuck Reardon"""
"""Anne Teyssèdre""","""143265""","""5236""","""Jeanne"""
"""Eloïse Bennett""","""143266""","""5236""","""Ève"""
"""Florence Darel""","""37923""","""5236""","""Natacha"""
"""Hugues Quester""","""38170""","""5236""","""Igor"""
"""George C. Scott""","""862""","""5237""","""General Harlan Bache"""
"""Ronny Cox""","""780""","""5237""","""Colonel Kerby"""
"""Timothy Hutton""","""16327""","""5237""","""Cadet Major Brian Moreland"""
"""Sean Penn""","""2228""","""5237""","""Cadet Captain Alex Dwyer"""
"""Maggie Cousineau""","""144529""","""5238""","""Frances Carlson"""
"""Adam LeFevre""","""61607""","""5238""","""J.T."""
"""Maggie Renzi""","""20835""","""5238""","""Katie Sipriano"""
"""Bruce MacDonald""","""144528""","""5238""","""Mike Donnelly"""
"""Goldie Hawn""","""18892""","""5241""","""Glenda Gardenia Parks"""
"""Robert Guillaume""","""8294""","""5241""","""Fred"""
"""Charles Grodin""","""28164""","""5241""","""Ira Parks"""
"""Chevy Chase""","""54812""","""5241""","""Nick Gardenia"""
"""Sam Chew Jr.""","""105622""","""5242""","""Bill"""
"""Jennifer McAllister""","""1762609""","""5242""","""Joanie Holroyd"""
"""Tuesday Weld""","""4514""","""5242""","""Kate Linville Holroyd"""
"""Martin Mull""","""80742""","""5242""","""Harvey Holroyd"""
"""Sek Kin""","""65971""","""5243""","""Chief Sheriff Sang Kwan"""
"""Wai Pak""","""548617""","""5243""","""Tiger/Keung"""
"""Biao Yuen""","""62414""","""5243""",null
"""Jackie Chan""","""18897""","""5243""","""Lung"""
"""Shôgen Nitta""","""1088157""","""5244""",null
"""Minoru Ôki""","""230787""","""5244""","""Master of Death (as Minoru Ohki)"""
"""Kayo Matsuo""","""142463""","""5244""","""Supreme Ninja"""
"""Tomisaburô Wakayama""","""73428""","""5244""",null
"""Burt Reynolds""","""16475""","""5246""","""Bandit"""
"""Jerry Reed""","""67764""","""5246""","""Cledus Snow"""
"""Dom DeLuise""","""6844""","""5246""","""Doc"""
"""Jackie Gleason""","""14882""","""5246""","""Buford T. Justice"""
"""Burt Reynolds""","""16475""","""5247""","""Bo 'Bandit' Darville"""
"""Mike Henry""","""40595""","""5247""","""Junior Justice"""
"""Jerry Reed""","""67764""","""5247""","""Cledus 'Snowman' Snow"""
"""Sally Field""","""35""","""5247""","""Carrie 'Frog'"""
"""Jackie Gleason""","""14882""","""5248""","""Buford T. Justice"""
"""Jerry Reed""","""67764""","""5248""","""Cledus Snow/Bandit"""
"""Pat McCormick""","""45611""","""5248""","""Big Enos Burdette"""
"""Paul Williams""","""35040""","""5248""","""Little Enos Burdette"""
"""Gene Wilder""","""3460""","""5250""","""Skip Donahue"""
"""Georg Stanford Brown""","""14065""","""5250""","""Rory Schultebrand"""
"""JoBeth Williams""","""10080""","""5250""","""Meredith"""
"""Richard Pryor""","""9309""","""5250""","""Harry Monroe"""
"""Wesley Snipes""","""10814""","""5254""","""Blade"""
"""Leonor Varela""","""10839""","""5254""","""Nyssa"""
"""Kris Kristofferson""","""10823""","""5254""","""Whistler"""
"""Ron Perlman""","""2372""","""5254""","""Reinhardt"""
"""Barry Watson""","""47368""","""5255""","""Dave / Daisey"""
"""Harland Williams""","""16846""","""5255""","""Doofer / Roberta"""
"""Melissa Sagemiller""","""41555""","""5255""","""Leah"""
"""Michael Rosenbaum""","""19975""","""5255""","""Adam / Adina"""
"""Kevin Pollak""","""7166""","""5256""","""Rabbi Jacobsen"""
"""Eddie Kaye Thomas""","""52480""","""5256""","""Patrick O'Malley"""
"""Aidan Quinn""","""18992""","""5256""","""Joe O'Malley"""
"""Bonnie Hunt""","""5149""","""5256""","""Margaret O'Malley"""
"""Candace Evanofski""","""1175784""","""5258""","""Nasia"""
"""Curtis Cotton III""","""1175786""","""5258""","""Buddy"""
"""Damian Jewan Lee""","""79427""","""5258""","""Vernon"""
"""Donald Holden""","""1175785""","""5258""","""George"""
"""Paula Garcés""","""21124""","""5264""","""Francesca"""
"""Robin Thomas""","""41465""","""5264""","""Dr. Gibbs"""
"""Jesse Bradford""","""17772""","""5264""","""Zak Gibbs"""
"""Michael Biehn""","""2712""","""5264""","""Henry Gates"""
"""Edward Norton""","""819""","""5265""","""Sheldon Mopes / Smoochy"""
"""Robin Williams""","""2157""","""5265""","""Rainbow Randolph"""
"""Catherine Keener""","""2229""","""5265""","""Nora Wells"""
"""Danny DeVito""","""518""","""5265""","""Burke Bennett"""
"""Jodie Foster""","""1038""","""5266""","""Meg Altman"""
"""Dwight Yoakam""","""20309""","""5266""","""Raoul"""
"""Forest Whitaker""","""2178""","""5266""","""Burnham"""
"""Kristen Stewart""","""37917""","""5266""","""Sarah Altman"""
"""Dennis Quaid""","""6065""","""5267""","""Jimmy Morris"""
"""Jay Hernandez""","""19487""","""5267""","""Joaquin 'Wack' Campos"""
"""Rachel Griffiths""","""3052""","""5267""","""Lorri Morris"""
"""Beth Grant""","""5151""","""5267""","""Olline"""
"""Susanne Lothar""","""19123""","""5269""","""Mrs. Schober"""
"""Isabelle Huppert""","""17882""","""5269""","""Erika Kohut"""
"""Benoît Magimel""","""5442""","""5269""","""Walter Klemmer"""
"""Annie Girardot""","""6014""","""5269""","""The Mother"""
"""Tracy Morgan""","""56903""","""5271""",""""""
"""Melissa De Sousa""","""75696""","""5271""",""""""
"""Paula Jai Parker""","""45245""","""5271""","""Stephanie"""
"""Erika Alexander""","""33655""","""5271""",""""""
"""Barbara Hershey""","""10767""","""5275""","""Boxcar Bertha"""
"""David Carradine""","""141""","""5275""","""Big Bill Shelly"""
"""Barry Primus""","""73194""","""5275""","""Rake Brown"""
"""Bernie Casey""","""10939""","""5275""","""Von Morton"""
"""Kathleen Turner""","""3391""","""5276""","""Joanna Crane / China Blue"""
"""Bruce Davison""","""52374""","""5276""","""Donny Hopper"""
"""Dan Gerrity""","""59220""","""5276""","""Group Member #1"""
"""Gordon Hunt""","""165233""","""5276""","""Group Leader"""
"""Charles Bronson""","""4960""","""5277""","""Holland"""
"""Theresa Saldana""","""17652""","""5277""","""Rhiana Hidalgo / Nancy"""
"""Joseph Maher""","""20626""","""5277""","""Dr. Clement Molloch"""
"""José Ferrer""","""12515""","""5277""","""Dr. Hector Lomelin"""
"""Leigh McCloskey""","""80502""","""5278""","""Charles 'Chas' Lawlor III"""
"""Stephen Geoffreys""","""75020""","""5278""","""Wendell Tvedt"""
"""Cameron Dye""","""106696""","""5278""","""Joe Gillespie"""
"""Sheree J. Wilson""","""51577""","""5278""","""Ashley Taylor"""
"""Hugh Grant""","""3291""","""5279""","""Frederic Chopin"""
"""Judy Davis""","""351""","""5279""","""Geroge Sand"""
"""Bernadette Peters""","""40389""","""5279""","""Marie D'Agoult"""
"""Mandy Patinkin""","""25503""","""5279""","""Alfred De Musset"""
"""Ashley Judd""","""15852""","""5282""","""Claire Kubik"""
"""Morgan Freeman""","""192""","""5282""","""Charlie Grimes"""
"""Jim Caviezel""","""8767""","""5282""","""Tom Kubik"""
"""Adam Scott""","""36801""","""5282""","""Lieutenant Embry"""
"""Ryan Reynolds""","""10859""","""5283""","""Van Wilder"""
"""Tara Reid""","""1234""","""5283""","""Gwen Pearson"""
"""Tim Matheson""","""21561""","""5283""","""Vance Wilder senior"""
"""Kal Penn""","""53493""","""5283""","""Taj Mahal Badalandabad"""
"""Timothy Spall""","""9191""","""5285""","""Cliff"""
"""Olivia Williams""","""11616""","""5285""","""Annabel"""
"""James Nesbitt""","""34715""","""5285""","""James 'Jimmy' Hands"""
"""Bill Nighy""","""2440""","""5285""","""Roger"""
"""Harry S. Truman""","""1247141""","""5288""",null
"""W.H.P. Blandy""","""1317624""","""5288""",null
"""Paul Tibbets""","""2086676""","""5288""",null
"""John Garfield""","""81970""","""5289""","""Charlie Davis"""
"""Anne Revere""","""7641""","""5289""","""Anna Davis"""
"""Hazel Brooks""","""81971""","""5289""","""Alice"""
"""Lilli Palmer""","""27932""","""5289""","""Peg Born"""
"""Takashi Shimura""","""7453""","""5291""","""Woodcutter"""
"""Toshirô Mifune""","""7450""","""5291""",null
"""Machiko Kyô""","""7451""","""5291""",null
"""Masayuki Mori""","""7452""","""5291""","""Takehiro"""
"""Paul Newman""","""3636""","""5292""","""Reggie 'Reg' Dunlop"""
"""Michael Ontkean""","""6678""","""5292""","""Ned Braden"""
"""Strother Martin""","""8260""","""5292""","""Joe McGrath"""
"""Jennifer Warren""","""70241""","""5292""","""Francine Dunlop"""
"""Ben Affleck""","""880""","""5293""","""Gavin Banek"""
"""Toni Collette""","""3051""","""5293""","""Michelle"""
"""Samuel L. Jackson""","""2231""","""5293""","""Doyle Gipson"""
"""Kim Staunton""","""17358""","""5293""","""Valerie Gipson"""
"""Bill Paxton""","""2053""","""5294""","""Father Meeks"""
"""Matt O'Leary""","""71467""","""5294""","""Young Fenton"""
"""Matthew McConaughey""","""10297""","""5294""","""Fenton Meeks"""
"""Powers Boothe""","""6280""","""5294""","""FBI-Agent Wesley Doyle"""
"""Christina Applegate""","""18979""","""5296""","""Courtney Rockcliffe"""
"""Herbert W. Ankrom""","""1219735""","""5296""",null
"""Bryan Anthony""","""1228761""","""5296""","""Geeky Guy"""
"""Lillian Adams""","""101231""","""5296""","""Aunt Frida"""
"""Kirsten Dunst""","""205""","""5297""","""Marion Davies"""
"""Edward Herrmann""","""52995""","""5297""","""W. R. Hearst"""
"""Eddie Izzard""","""1926""","""5297""","""Charlie Chaplin"""
"""Cary Elwes""","""2130""","""5297""","""Thomas Ince"""
"""Patricia Arquette""","""4687""","""5298""","""Lila Jute"""
"""Tim Robbins""","""504""","""5298""","""Dr. Nathan Bronfman"""
"""Rhys Ifans""","""7026""","""5298""","""Puff"""
"""Ken Magee""","""1537819""","""5298""",null
"""John Corbett""","""38405""","""5299""","""Ian Miller"""
"""Nia Vardalos""","""54645""","""5299""","""Fotoula \""Toula\"" Portokalos"""
"""Michael Constantine""","""14884""","""5299""","""Kostas \""Gus\"" Portokalos"""
"""Christina Eleusiniotis""","""54646""","""5299""","""Toula as child"""
"""Glenn Ford""","""3381""","""5300""","""Ben Wade"""
"""Felicia Farr""","""76979""","""5300""","""Emmy"""
"""Leora Dana""","""76980""","""5300""","""Mrs. Alice Evans"""
"""Van Heflin""","""18803""","""5300""","""Dan Evans"""
"""Candice Bergen""","""11850""","""5301""","""Miss Jones"""
"""Gene Hackman""","""193""","""5301""","""Sam Clayton"""
"""James Coburn""","""5563""","""5301""","""Luke Matthews"""
"""Ben Johnson""","""8258""","""5301""","""Mister"""
"""Charles Bronson""","""4960""","""5302""","""Nick Colton"""
"""Robert Duvall""","""3087""","""5302""","""Jay Wagner"""
"""Randy Quaid""","""1811""","""5302""","""Hawk Hawkins"""
"""Jill Ireland""","""15753""","""5302""","""Ann Wagner"""
"""Meg Ryan""","""5344""","""5303""","""DeDe/Angelica Graynamore/Patricia Graynamore"""
"""Robert Stack""","""2493""","""5303""","""Dr. Ellison"""
"""Lloyd Bridges""","""2177""","""5303""","""Samuel Harvey Graynamore"""
"""Tom Hanks""","""31""","""5303""","""Joe Banks"""
"""Anna Magnani""","""4421""","""5304""","""Pina"""
"""Marcello Pagliero""","""4422""","""5304""","""Giorgio Manfredi aka Luigi Ferraris"""
"""Vito Annichiarico""","""4423""","""5304""","""Marcello"""
"""Aldo Fabrizi""","""4420""","""5304""","""Don Pietro Pellegrini"""
"""Anthony Starke""","""10682""","""5305""","""Chad Finletter"""
"""Karen M. Waldron""","""106128""","""5305""","""Tara Boumdeay"""
"""George Clooney""","""1461""","""5305""","""Matt Stevens"""
"""Steve Lundquist""","""121816""","""5305""","""Igor"""
"""Jim Belushi""","""26485""","""5307""","""Jimmy Dworski"""
"""Loryn Locklin""","""51641""","""5307""","""Jewel Bentley"""
"""Anne De Salvo""","""49422""","""5307""","""Debbie Lipton"""
"""Charles Grodin""","""28164""","""5307""","""Spencer Barnes"""
"""Steve Guttenberg""","""26472""","""5308""","""Michael Kellam"""
"""Ted Danson""","""12836""","""5308""","""Jack Holden"""
"""Tom Selleck""","""15112""","""5308""","""Peter Mitchell"""
"""Nancy Travis""","""18331""","""5308""","""Sylvia Bennington"""
"""Steve Guttenberg""","""26472""","""5309""","""Michael Kellam"""
"""Ted Danson""","""12836""","""5309""","""Jack Holden"""
"""Nancy Travis""","""18331""","""5309""","""Sylvia Bennington"""
"""Tom Selleck""","""15112""","""5309""","""Peter Mitchell"""
"""Sandra Bullock""","""18277""","""5312""","""Cassie Mayweather"""
"""Ryan Gosling""","""30614""","""5312""","""Richard Haywood"""
"""Michael Pitt""","""10692""","""5312""","""Justin Pendleton"""
"""Ben Chaplin""","""21343""","""5312""","""Sam Kennedy"""
"""Kelly Hu""","""11024""","""5313""","""Cassandra"""
"""Michael Clarke Duncan""","""61981""","""5313""","""Balthazar"""
"""Steven Brand""","""57340""","""5313""","""Memnon"""
"""Dwayne Johnson""","""18918""","""5313""","""Mathayus"""
"""Kevin Corrigan""","""18472""","""5315""","""Crutches"""
"""Rosario Dawson""","""5916""","""5315""","""Audrey"""
"""Matthew Del Negro""","""85484""","""5315""","""Rookie Cop"""
"""Bianca Hunter""","""999736""","""5315""","""Lorna Doone"""
"""Dougray Scott""","""15336""","""5316""","""Tom Jericho"""
"""Saffron Burrows""","""9825""","""5316""","""Claire Romilly"""
"""Kate Winslet""","""204""","""5316""","""Hester Wallace"""
"""Jeremy Northam""","""18325""","""5316""","""Mr. Wigram"""
"""Ricardo Darín""","""69310""","""5319""","""Marcos"""
"""Gastón Pauls""","""119671""","""5319""","""Juan"""
"""Leticia Brédice""","""96918""","""5319""","""Valéria"""
"""María Mercedes Villagra""","""1372517""","""5319""","""Convenience Store Employee 2"""
"""Kane Hodder""","""62596""","""5323""","""Jason Voorhees / Uber-Jason"""
"""Lexa Doig""","""69574""","""5323""","""Rowan"""
"""Jeff Geddis""","""166495""","""5323""","""Johnson (Soldier #1)"""
"""David Cronenberg""","""224""","""5323""","""Dr. Wimmer"""
"""Angelina Jolie""","""11701""","""5324""","""Lanie Kerrigan"""
"""Edward Burns""","""12833""","""5324""","""Pete"""
"""Tony Shalhoub""","""4252""","""5324""","""Jack"""
"""Christian Kane""","""71198""","""5324""","""Cal Cooper"""
"""Sean Penn""","""2228""","""5325""","""Narrator"""
"""Jeff Ament""","""83981""","""5325""","""Himself"""
"""Jay Adams""","""29900""","""5325""","""Himself"""
"""Tony Alva""","""401433""","""5325""","""Himself"""
"""Vincent D'Onofrio""","""7132""","""5329""","""Pooh-Bear"""
"""Val Kilmer""","""5576""","""5329""","""Tom Van Allen | Danny Parker"""
"""Luis Guzmán""","""40481""","""5329""","""Quincy"""
"""Adam Goldberg""","""6163""","""5329""","""Kujo"""
"""Daniel Cauchy""","""39093""","""5333""","""Paulo"""
"""Isabelle Corey""","""55778""","""5333""","""Anne"""
"""Guy Decomble""","""1656""","""5333""","""Police Commissary Ledru"""
"""Roger Duchesne""","""94603""","""5333""","""Robert 'Bob le Flambeur' Montagné"""
"""Robin Williams""","""2157""","""5334""","""Joey O'Brien"""
"""Fran Drescher""","""53122""","""5334""","""Joy Munchack"""
"""Pamela Reed""","""14699""","""5334""","""Tina"""
"""Tim Robbins""","""504""","""5334""","""Larry"""
"""Eric Roberts""","""21315""","""5335""","""Becker"""
"""Bill Kerr""","""70753""","""5335""","""T. George McDowell"""
"""Greta Scacchi""","""21245""","""5335""","""Terri"""
"""Chris Haywood""","""3070""","""5335""","""Kim"""
"""John Candy""","""7180""","""5337""","""Jack Gable"""
"""Emma Samms""","""47901""","""5337""","""Rachel Hedison / Laura Claybourne"""
"""Raymond Burr""","""7685""","""5337""","""Carter Hedison"""
"""Mariel Hemingway""","""10447""","""5337""","""Janet Dubois / Louise"""
"""Judy Davis""","""351""","""5339""","""Sally"""
"""Mia Farrow""","""12021""","""5339""","""Judy Roth"""
"""Woody Allen""","""1243""","""5339""","""Prof. Gabriel 'Gabe' Roth"""
"""Sydney Pollack""","""2226""","""5339""","""Jack"""
"""Dustin Hoffman""","""4483""","""5341""","""Lenny Bruce"""
"""Jan Miner""","""162287""","""5341""","""Sally Marr"""
"""Valerie Perrine""","""26483""","""5341""","""Honey Bruce"""
"""Stanley Beck""","""164817""","""5341""","""Artie Silver"""
"""Lesley-Anne Down""","""57399""","""5342""","""Dr. Eileen Flax"""
"""Adam Ant""","""45042""","""5342""","""Number One"""
"""Anna Maria Monticelli""","""96090""","""5342""","""Niki  / Veronique Pommier"""
"""Pierce Brosnan""","""517""","""5342""","""Jean Charles Pommier"""
"""Timothy Hutton""","""16327""","""5343""","""Peter Derns"""
"""Oliver Platt""","""17485""","""5343""","""Jack Hartsell"""
"""Dwight Schultz""","""28248""","""5343""","""Roger Jasser"""
"""Lara Flynn Boyle""","""6684""","""5343""","""Kris Bolin"""
"""Steven Bauer""","""1159""","""5344""","""Scott Muller"""
"""John Getz""","""20211""","""5344""","""Ray Davis"""
"""David Caruso""","""16560""","""5344""","""Buddy Calamara"""
"""Barbara Williams""","""35340""","""5344""","""Mickey Davis"""
"""Assumpta Serna""","""42123""","""5346""","""Hanna"""
"""Mickey Rourke""","""2295""","""5346""","""James Wheeler"""
"""Carré Otis""","""42122""","""5346""","""Emily Reed"""
"""Jacqueline Bisset""","""14061""","""5346""","""Claudia Dennis"""
"""Téa Leoni""","""4939""","""5348""","""Ellie"""
"""Ivan Martin""","""58543""","""5348""","""Galaxie Executive"""
"""Gregg Edelman""","""17179""","""5348""","""Galaxie Executive"""
"""Bob Dorian""","""28032""","""5348""","""Galaxie Executive"""
"""Tobey Maguire""","""2219""","""5349""","""Peter Parker / Spider-Man"""
"""James Franco""","""17051""","""5349""","""Harry Osborn"""
"""Willem Dafoe""","""5293""","""5349""","""Norman Osborn / Green Goblin"""
"""Kirsten Dunst""","""205""","""5349""","""Mary Jane Watson"""
"""Richard Boone""","""16420""","""5352""","""Lash Cansino"""
"""Robert Mitchum""","""10158""","""5352""","""Philip Marlowe"""
"""Sarah Miles""","""15197""","""5352""","""Charlotte Sternwood"""
"""Candy Clark""","""12407""","""5352""","""Camilla Sternwood"""
"""Goldie Hawn""","""18892""","""5353""","""Jill Tanner"""
"""Edward Albert""","""41218""","""5353""","""Don Baker"""
"""Eileen Heckart""","""40618""","""5353""","""Mrs. Florence Baker"""
"""Paul Michael Glaser""","""12988""","""5353""","""Ralph Santori"""
"""Walter Matthau""","""6837""","""5354""","""Dr. Julian Winston"""
"""Ingrid Bergman""","""4111""","""5354""","""Stephanie Dickinson"""
"""Jack Weston""","""726""","""5354""","""Harvey Greenfield"""
"""Goldie Hawn""","""18892""","""5354""","""Toni Simmons"""
"""Steve Brodie""","""10162""","""5356""","""Dr. Vance"""
"""Leslie Parrish""","""14733""","""5356""","""Ev"""
"""Robert Easton""","""32494""","""5356""","""Kester"""
"""Barbara Hale""","""109701""","""5356""","""Dr. Jenny Langer"""
"""Mackenzie Astin""","""60060""","""5357""","""Will Stoneman"""
"""Kevin Spacey""","""1979""","""5357""","""Harry Kingsley"""
"""David Ogden Stiers""","""28010""","""5357""","""J.W. Harper"""
"""August Schellenberg""","""18260""","""5357""","""Ned Dodd"""
"""Laura Dern""","""4784""","""5359""","""Rose"""
"""Robert Duvall""","""3087""","""5359""","""Daddy Hilyer"""
"""Lukas Haas""","""526""","""5359""","""Buddy"""
"""Diane Ladd""","""6587""","""5359""","""Mother"""
"""Walter Matthau""","""6837""","""5360""","""Sonny Paluso"""
"""Robin Williams""","""2157""","""5360""","""Donald Quinelle"""
"""Jerry Reed""","""67764""","""5360""","""Jack Locke"""
"""James Wainwright""","""93800""","""5360""","""Wes Huntley"""
"""Ethan Hawke""","""569""","""5361""","""Jack Conroy"""
"""Susan Hogan""","""71763""","""5361""","""Belinda Casey"""
"""Klaus Maria Brandauer""","""10647""","""5361""","""Alex Larson"""
"""Seymour Cassel""","""5950""","""5361""","""Skunker"""
"""Jerod Mixon""","""21804""","""5363""","""Kirk"""
"""Zooey Deschanel""","""11664""","""5363""","""Nora"""
"""Eliza Dushku""","""13446""","""5363""","""Danielle"""
"""DJ Qualls""","""132078""","""5363""","""Dizzy Harrison / Gil Harris"""
"""Diane Lane""","""2882""","""5364""","""Constance \""Connie\"" Sumner"""
"""Richard Gere""","""1205""","""5364""","""Ed Sumner"""
"""Olivier Martinez""","""15533""","""5364""","""Paul Martel"""
"""Erik Per Sullivan""","""17190""","""5364""","""Charlie Sumner"""
"""Jean-Claude Dreyfus""","""13687""","""5365""","""Le duc d'Orléans"""
"""Charlotte Véry""","""1140""","""5365""","""Vergniaud"""
"""Alain Libolt""","""39349""","""5365""","""Duc de Biron"""
"""Lucy Russell""","""28749""","""5365""","""Grace Elliot"""
"""Theresa Russell""","""9207""","""5366""","""Liz"""
"""Antonio Fargas""","""84878""","""5366""","""Rasta"""
"""Benjamin Mouton""","""10488""","""5366""","""Blake"""
"""Elizabeth Morehead""","""156051""","""5366""","""Katie"""
"""Dudley Thomas""","""1780825""","""5367""","""Jamaican #2"""
"""Winston Graham""","""1780824""","""5367""","""Jamaican #1"""
"""Richard Graham""","""26863""","""5367""","""Genghis"""
"""Daniel Day-Lewis""","""11856""","""5367""","""Johnny Burfoot"""
"""Howard Keel""","""39601""","""5372""","""Wild Bill Hickok"""
"""Allyn Ann McLerie""","""76382""","""5372""","""Katie Brown"""
"""Philip Carey""","""45291""","""5372""","""Lieutenant Danny Gilmartin"""
"""Doris Day""","""8237""","""5372""","""Calamity Jane"""
"""Vasiliy Merkurev""","""86851""","""5373""",null
"""Aleksandr Shvorin""","""1008337""","""5373""","""Mark"""
"""Tatyana Samoylova""","""233207""","""5373""","""Veronika"""
"""Aleksey Batalov""","""87001""","""5373""","""Boris"""
"""Angela Lansbury""","""14730""","""5375""","""Em"""
"""John Hodiak""","""85437""","""5375""","""Ned Trent"""
"""Ray Bolger""","""9068""","""5375""","""Chris Maule"""
"""Judy Garland""","""9066""","""5375""","""Susan Bradley"""
"""Hugh Grant""","""3291""","""5377""","""Will"""
"""Sharon Small""","""3294""","""5377""","""Christine"""
"""Madison Cook""","""3295""","""5377""","""Imogen"""
"""Nicholas Hoult""","""3292""","""5377""","""Marcus Brewer"""
"""Ewan McGregor""","""3061""","""5378""","""Obi-Wan Kenobi"""
"""Christopher Lee""","""113""","""5378""","""Count Dooku"""
"""Natalie Portman""","""524""","""5378""","""Padmé Amidala"""
"""Hayden Christensen""","""17244""","""5378""","""Anakin Skywalker"""
"""Ryan Gosling""","""30614""","""5379""","""Danny Balint"""
"""Kris Eivers""","""122250""","""5379""","""Carleton"""
"""Garret Dillahunt""","""39520""","""5379""","""Billings"""
"""Peter Meadows""","""1192383""","""5379""","""Orthodox Student"""
"""Rupert Everett""","""4757""","""5380""","""Algernon Moncrieff („Algy“)"""
"""Colin Firth""","""5472""","""5380""","""John Worthing („Jack“)"""
"""Reese Witherspoon""","""368""","""5380""","""Cecily"""
"""Frances O'Connor""","""1518""","""5380""","""Gwendolen Fairfax"""
"""Clint Eastwood""","""190""","""5382""","""Philo Beddoe"""
"""Sondra Locke""","""66223""","""5382""","""Lynn Halsey-Taylor"""
"""Geoffrey Lewis""","""18071""","""5382""","""Orville Boggs"""
"""Beverly D'Angelo""","""821""","""5382""","""Echo"""
"""Peter Cushing""","""5""","""5383""","""Sherlock Holmes"""
"""André Morell""","""10029""","""5383""","""Doctor Watson"""
"""Christopher Lee""","""113""","""5383""","""Sir Henry Baskerville"""
"""Marla Landi""","""70510""","""5383""","""Cecile Stapleton"""
"""Susan Hayward""","""30124""","""5384""","""Barbara Graham"""
"""Theodore Bikel""","""6609""","""5384""","""Carl G.G. Palmberg"""
"""Virginia Vincent""","""101768""","""5384""","""Peg"""
"""Simon Oakland""","""14063""","""5384""","""Edward S. 'Ed' Montgomery"""
"""Levon Helm""","""76136""","""5385""","""Himself"""
"""Richard Manuel""","""76135""","""5385""","""Himself"""
"""Robbie Robertson""","""72861""","""5385""","""Himself"""
"""Rick Danko""","""76134""","""5385""","""Himself"""
"""Jennifer Lopez""","""16866""","""5387""","""Slim Hiller"""
"""Billy Campbell""","""20215""","""5387""","""Mitch Hiller"""
"""Tessa Allen""","""20216""","""5387""","""Gracie Hiller"""
"""Juliette Lewis""","""3196""","""5387""","""Ginny"""
"""Al Pacino""","""1158""","""5388""","""Will Dormer"""
"""Martin Donovan""","""42993""","""5388""","""Hap Eckhart"""
"""Hilary Swank""","""448""","""5388""","""Ellie Burr"""
"""Oliver 'Ole' Zemen""","""1075149""","""5388""","""Pilot"""
"""Matt Damon""","""1892""","""5389""","""Spirit (voice)"""
"""Daniel Studi""","""56658""","""5389""","""Little Creek (voice)"""
"""James Cromwell""","""2505""","""5389""","""The Colonel (voice)"""
"""Chopper Bernet""","""7222""","""5389""","""Sgt. Adams (voice)"""
"""Matthew McConaughey""","""10297""","""5391""","""Troy"""
"""A.D. Miles""","""22225""","""5391""",null
"""Joseph Siravo""","""47770""","""5391""",null
"""David Connolly""","""1188489""","""5391""","""Owen"""
"""James Caan""","""3085""","""5395""","""Axel Freed"""
"""Morris Carnovsky""","""31977""","""5395""","""A. R. Lowenthal"""
"""Paul Sorvino""","""7004""","""5395""","""Hips"""
"""Lauren Hutton""","""27964""","""5395""","""Billie"""
"""Anthony Quinn""","""5401""","""5398""","""Lewis 'Mountain' Rivera"""
"""Mickey Rooney""","""1937""","""5398""","""Army"""
"""Julie Harris""","""2750""","""5398""","""Grace Miller"""
"""Jackie Gleason""","""14882""","""5398""","""Maish Rennick"""
