name,tmdbId,movieId
"""Gérard Pirès""","""23945""","""8604"""
"""Thomas Vinterberg""","""4453""","""96829"""
"""Thomas Vinterberg""","""4453""","""132961"""
"""Thomas Vinterberg""","""4453""","""8963"""
"""Thomas Vinterberg""","""4453""","""2360"""
"""Glen Goei""","""987282""","""7738"""
"""Max Fleischer""","""606084""","""126006"""
""" Larry Karaszewski""","""7131""","""3596"""
"""Theodoros Angelopoulos""","""10316""","""70927"""
"""Theodoros Angelopoulos""","""10316""","""2673"""
"""Satoshi Kon""","""40333""","""52885"""
"""Satoshi Kon""","""40333""","""8607"""
"""Satoshi Kon""","""40333""","""6713"""
"""Satoshi Kon""","""40333""","""2810"""
"""Gaspar Noé""","""14597""","""78836"""
"""Gaspar Noé""","""14597""","""6214"""
"""Gaspar Noé""","""14597""","""2557"""
"""Ziad Doueiri""","""148455""","""2839"""
"""Michael Patrick Jann""","""59412""","""2718"""
"""Rod Lurie""","""21526""","""3318"""
"""Rod Lurie""","""21526""","""3952"""
"""Rod Lurie""","""21526""","""4866"""
"""Toshiya Fujita""","""25467""","""27109"""
"""Sofia Coppola""","""1769""","""103137"""
"""Sofia Coppola""","""1769""","""148238"""
"""Sofia Coppola""","""1769""","""6711"""
"""Sofia Coppola""","""1769""","""45880"""
"""Sofia Coppola""","""1769""","""3556"""
"""Nacho Cerdà""","""66795""","""99669"""
"""Jasmin Dizdar""","""233108""","""3302"""
"""Gary Halvorson""","""150641""","""2886"""
"""P.J. Castellaneta""","""617183""","""2545"""
"""Audrey Wells""","""36805""","""6765"""
"""Audrey Wells""","""36805""","""2885"""
"""Janusz Kaminski""","""492""","""3956"""
"""Caroline Link""","""4522""","""6216"""
"""Neil Turitz""","""83718""","""4076"""
"""Mark Illsley""","""942084""","""2891"""
"""Olli Saarela""","""141978""","""7809"""
"""Simon Shore""","""103586""","""2607"""
"""Paul Weitz""","""3289""","""5377"""
"""Paul Weitz""","""3289""","""4153"""
"""Paul Weitz""","""3289""","""82852"""
"""Paul Weitz""","""3289""","""72165"""
"""Paul Weitz""","""3289""","""101612"""
"""Paul Weitz""","""3289""","""132549"""
"""Paul Weitz""","""3289""","""30822"""
"""Paul Weitz""","""3289""","""2706"""
"""Rob Minkoff""","""18898""","""364"""
"""Rob Minkoff""","""18898""","""109846"""
"""Rob Minkoff""","""18898""","""59103"""
"""Rob Minkoff""","""18898""","""6958"""
"""Rob Minkoff""","""18898""","""3157"""
"""Rob Minkoff""","""18898""","""5480"""
"""Toshio Matsumoto""","""17542""","""152844"""
"""Neil Abramson""","""109004""","""2386"""
"""Gerald Kargl""","""83863""","""100306"""
"""Adam Rifkin""","""50583""","""2772"""
"""Jeff Abugov""","""81421""","""2913"""
"""Damien O'Donnell""","""65865""","""31435"""
"""Damien O'Donnell""","""65865""","""3538"""
"""Peter Ho-sun Chan""","""56739""","""2629"""
"""Kelly Asbury""","""12079""","""8360"""
"""Kelly Asbury""","""12079""","""84637"""
"""Kelly Asbury""","""12079""","""5389"""
"""Martyn Burke""","""15872""","""8581"""
"""Kevin Alyn Elders""","""20951""","""2887"""
"""Malcolm D. Lee""","""72024""","""63481"""
"""Malcolm D. Lee""","""72024""","""2975"""
"""Malcolm D. Lee""","""72024""","""5401"""
"""Jeremy Podeswa""","""88391""","""3795"""
"""Sam Mendes""","""39""","""65130"""
"""Sam Mendes""","""39""","""66665"""
"""Sam Mendes""","""39""","""96079"""
"""Sam Mendes""","""39""","""136020"""
"""Sam Mendes""","""39""","""40278"""
"""Sam Mendes""","""39""","""2858"""
"""Sam Mendes""","""39""","""5464"""
""" Kazuya Tsurumaki""","""77923""","""70533"""
""" Kazuya Tsurumaki""","""77923""","""106873"""
""" Kazuya Tsurumaki""","""77923""","""84187"""
""" Kazuya Tsurumaki""","""77923""","""68945"""
""" Kazuya Tsurumaki""","""77923""","""27156"""
"""Radu Mihaileanu""","""20430""","""3003"""
"""Eric Blakeney""","""95818""","""3276"""
"""Hironobu Sakaguchi""","""21692""","""4446"""
""" Motonori Sakakibara""","""21693""","""4446"""
"""Stéphane Giusti""","""85013""","""140743"""
"""Mic Rodgers""","""18889""","""2807"""
"""Davis Guggenheim""","""19012""","""45950"""
"""Davis Guggenheim""","""19012""","""101947"""
"""Davis Guggenheim""","""19012""","""70862"""
"""Davis Guggenheim""","""19012""","""81191"""
"""Davis Guggenheim""","""19012""","""53133"""
"""Davis Guggenheim""","""19012""","""3553"""
"""Sebastian Schipper""","""3702""","""128620"""
"""Sebastian Schipper""","""3702""","""64321"""
"""Sebastian Schipper""","""3702""","""61013"""
"""Peter Askin""","""130750""","""4156"""
"""Fatih Akin""","""5125""","""55555"""
"""Fatih Akin""","""5125""","""71823"""
"""Fatih Akin""","""5125""","""73587"""
"""Fatih Akin""","""5125""","""27727"""
"""Fatih Akin""","""5125""","""27178"""
"""Hideo Nakata""","""26875""","""8019"""
"""Hideo Nakata""","""26875""","""27839"""
"""Hideo Nakata""","""26875""","""6242"""
"""Hideo Nakata""","""26875""","""6243"""
"""Noel Buckner""","""1355931""","""68099"""
""" Rob Whittlesey""","""1355932""","""68099"""
"""Lasse Spang Olsen""","""3395""","""8117"""
"""Michel Ocelot""","""87429""","""27186"""
"""Gough Lewis""","""228568""","""8129"""
"""Craig Mazin""","""35796""","""59014"""
"""Craig Mazin""","""35796""","""3905"""
"""Ben Younger""","""24294""","""3298"""
"""Pip Karmel""","""33438""","""3515"""
"""Gérard Krawczyk""","""21647""","""27193"""
"""Gérard Krawczyk""","""21647""","""5628"""
"""Andrew J. Kuehn""","""551883""","""2689"""
"""Daniel Myrick""","""26849""","""2710"""
"""Alison Maclean""","""157879""","""3747"""
"""Francine McDougall""","""84782""","""4068"""
"""Kris Isacsson""","""65627""","""3225"""
"""Stefan Ruzowitzky""","""15115""","""58303"""
"""Stefan Ruzowitzky""","""15115""","""98296"""
"""Stefan Ruzowitzky""","""15115""","""3892"""
"""José Luis Cuerda""","""19842""","""3746"""
"""Jez Butterworth""","""21339""","""5081"""
"""Justin Kerrigan""","""68281""","""3581"""
"""Jeff Franklin""","""60621""","""2809"""
"""Mark Osborne""","""57741""","""59784"""
"""Mark Osborne""","""57741""","""4454"""
"""Christine Fugate""","""1018069""","""8130"""
"""John Swanbeck""","""998589""","""3566"""
"""E. Elias Merhige""","""17279""","""8831"""
"""E. Elias Merhige""","""17279""","""4036"""
"""Courtney Solomon""","""61921""","""104760"""
"""Courtney Solomon""","""61921""","""3997"""
"""Vic Sarin""","""87121""","""4142"""
""" Michael Haigney""","""65428""","""3054"""
"""Je-kyu Kang""","""64883""","""27869"""
"""Je-kyu Kang""","""64883""","""8093"""
"""Henry Bromell""","""86382""","""4055"""
"""Catherine Breillat""","""6295""","""2894"""
"""Nigel Cole""","""24248""","""83270"""
"""Nigel Cole""","""24248""","""7155"""
"""Nigel Cole""","""24248""","""33145"""
"""Nigel Cole""","""24248""","""3831"""
"""Don Mischer""","""41272""","""128846"""
"""Mark Piznarski""","""1219210""","""3453"""
"""Pan Nalin""","""7324""","""8485"""
"""Pete Docter""","""12890""","""68954"""
"""Pete Docter""","""12890""","""134853"""
"""Pete Docter""","""12890""","""88345"""
"""Pete Docter""","""12890""","""4886"""
""" David Silverman""","""197""","""54272"""
""" David Silverman""","""197""","""115877"""
""" David Silverman""","""197""","""4886"""
"""Gina Prince-Bythewood""","""71947""","""117456"""
"""Gina Prince-Bythewood""","""71947""","""3554"""
"""Antony Hoffman""","""56154""","""3981"""
""" Luc Dardenne""","""45138""","""70927"""
""" Luc Dardenne""","""45138""","""70846"""
""" Luc Dardenne""","""45138""","""86884"""
""" Luc Dardenne""","""45138""","""113705"""
""" Luc Dardenne""","""45138""","""3010"""
""" Luc Dardenne""","""45138""","""6008"""
"""John Mathew Matthan""","""1141406""","""132952"""
"""Khyentse Norbu""","""115309""","""3241"""
"""David Raynr""","""161858""","""3454"""
"""Raymond De Felitta""","""99496""","""71466"""
"""Raymond De Felitta""","""99496""","""3951"""
"""Christopher McQuarrie""","""9033""","""99112"""
"""Christopher McQuarrie""","""9033""","""111781"""
"""Christopher McQuarrie""","""9033""","""3896"""
"""Kenneth Lonergan""","""30711""","""90428"""
"""Kenneth Lonergan""","""30711""","""3983"""
"""Harald Zwart""","""21981""","""79224"""
"""Harald Zwart""","""21981""","""66798"""
"""Harald Zwart""","""21981""","""104312"""
"""Harald Zwart""","""21981""","""6624"""
"""Harald Zwart""","""21981""","""4267"""
"""Joe Charbanic""","""66604""","""3895"""
"""Frédéric Fonteyne""","""151166""","""3855"""
"""Peyton Reed""","""59026""","""64969"""
"""Peyton Reed""","""59026""","""122900"""
"""Peyton Reed""","""59026""","""45501"""
"""Peyton Reed""","""59026""","""6367"""
"""Peyton Reed""","""59026""","""3882"""
"""Mike Mitchell""","""64151""","""78637"""
"""Mike Mitchell""","""64151""","""34332"""
"""Mike Mitchell""","""64151""","""3146"""
"""Mike Mitchell""","""64151""","""8946"""
"""Britt Allcroft""","""113733""","""3820"""
"""François Ozon""","""4387""","""6538"""
"""François Ozon""","""4387""","""31956"""
"""François Ozon""","""4387""","""3800"""
"""François Ozon""","""4387""","""4273"""
"""François Ozon""","""4387""","""5613"""
""" Laurie Gwen Shapiro""","""240363""","""4236"""
"""Kristen Coury""","""585280""","""6369"""
"""Ben Elton""","""76221""","""4740"""
"""Aviva Kempner""","""1455472""","""3188"""
"""Kristian Levring""","""65879""","""115216"""
"""Kristian Levring""","""65879""","""4302"""
""" Edward Lachman""","""6345""","""7976"""
"""Adam Shankman""","""20739""","""65088"""
"""Adam Shankman""","""20739""","""42009"""
"""Adam Shankman""","""20739""","""95307"""
"""Adam Shankman""","""20739""","""32017"""
"""Adam Shankman""","""20739""","""52975"""
"""Adam Shankman""","""20739""","""4069"""
"""Adam Shankman""","""20739""","""6212"""
"""Adam Shankman""","""20739""","""5066"""
"""Tarsem Singh""","""56512""","""59387"""
"""Tarsem Singh""","""56512""","""94015"""
"""Tarsem Singh""","""56512""","""135518"""
"""Tarsem Singh""","""56512""","""90888"""
"""Tarsem Singh""","""56512""","""3863"""
"""John Fawcett""","""43""","""6820"""
"""Karyn Kusama""","""54025""","""71205"""
"""Karyn Kusama""","""54025""","""143657"""
"""Karyn Kusama""","""54025""","""37386"""
"""Karyn Kusama""","""54025""","""3915"""
"""Eric Valli""","""147024""","""4312"""
""" Michel Debats""","""1707515""","""4312"""
""" Michel Debats""","""1707515""","""6299"""
"""Joby Harold""","""74569""","""56169"""
"""Thomas Bezucha""","""56789""","""41573"""
"""Thomas Bezucha""","""56789""","""4342"""
"""Greg Harrison""","""17042""","""3790"""
"""Stig Bergqvist""","""80540""","""3990"""
""" Paul Demeyer""","""1233222""","""3990"""
"""Robert Adetuyi""","""31120""","""3891"""
"""Dominik Moll""","""18175""","""4077"""
"""Gary Burns""","""91987""","""5075"""
"""Reggie Rock Bythewood""","""71943""","""6057"""
"""Reggie Rock Bythewood""","""71943""","""8699"""
"""Patrick Lussier""","""27226""","""65601"""
"""Patrick Lussier""","""27226""","""4030"""
"""Jun Falkenstein""","""93301""","""3287"""
"""Kieron J. Walsh""","""227412""","""4173"""
"""Juan Carlos Fresnadillo""","""17597""","""53000"""
"""Juan Carlos Fresnadillo""","""17597""","""5949"""
"""Denis Villeneuve""","""137427""","""86781"""
"""Denis Villeneuve""","""137427""","""104879"""
"""Denis Villeneuve""","""137427""","""108729"""
"""Denis Villeneuve""","""137427""","""139644"""
"""Denis Villeneuve""","""137427""","""5071"""
"""Steven Okazaki""","""110962""","""3303"""
"""Andrew Dominik""","""37618""","""97860"""
"""Andrew Dominik""","""37618""","""55363"""
"""Andrew Dominik""","""37618""","""4251"""
"""Daniel Sackheim""","""12632""","""4770"""
"""Éva Gárdos""","""67564""","""4737"""
"""Greg Berlanti""","""88967""","""80860"""
"""Greg Berlanti""","""88967""","""3914"""
"""Myung-se Lee""","""94053""","""4026"""
"""Olivier Ducastel""","""5066""","""4375"""
""" Jacques Martineau""","""5067""","""4375"""
"""Demian Lichtenstein""","""71418""","""4159"""
"""Fenton Bailey""","""16957""","""84160"""
"""Fenton Bailey""","""16957""","""31689"""
"""Fenton Bailey""","""16957""","""3859"""
""" Randy Barbato""","""16958""","""84160"""
""" Randy Barbato""","""16958""","""31689"""
""" Randy Barbato""","""16958""","""3859"""
"""Valerie Breiman""","""84211""","""3885"""
"""Jan Hrebejk""","""135678""","""4347"""
"""Michael Tollin""","""53178""","""6887"""
"""Michael Tollin""","""53178""","""4736"""
"""Jenniphr Goodman""","""99593""","""3852"""
""" Ben Ramsey""","""58037""","""5558"""
"""Norio Tsuruta""","""58677""","""32743"""
"""Aiyana Elliott""","""1179593""","""3880"""
"""Anders Thomas Jensen""","""1012""","""47491"""
"""Anders Thomas Jensen""","""1012""","""6300"""
"""Deborah Hoffmann""","""1006172""","""4171"""
"""Christophe Gans""","""8296""","""45081"""
"""Christophe Gans""","""8296""","""5026"""
"""Silvio Soldini""","""7554""","""4644"""
"""Baltasar Kormákur""","""67813""","""103883"""
"""Baltasar Kormákur""","""67813""","""94919"""
"""Baltasar Kormákur""","""67813""","""91842"""
"""Baltasar Kormákur""","""67813""","""142448"""
"""Baltasar Kormákur""","""67813""","""6344"""
"""Kurt Wimmer""","""13927""","""43928"""
"""Kurt Wimmer""","""13927""","""5903"""
"""J.B. Rogers""","""7409""","""4229"""
"""J.B. Rogers""","""7409""","""4718"""
"""Dewey Nicks""","""113641""","""5080"""
"""Josh Aronson""","""1039158""","""27334"""
"""Luiz Fernando Carvalho""","""933161""","""57038"""
"""Michael Cuesta""","""84931""","""118354"""
"""Michael Cuesta""","""84931""","""45506"""
"""Michael Cuesta""","""84931""","""4765"""
"""Laurent Firode""","""586015""","""8575"""
"""John Putch""","""21475""","""73106"""
"""John Putch""","""21475""","""8131"""
"""David L. Cunningham""","""133635""","""55259"""
"""David L. Cunningham""","""133635""","""8730"""
"""David Wain""","""22214""","""94953"""
"""David Wain""","""22214""","""112450"""
"""David Wain""","""22214""","""63131"""
"""David Wain""","""22214""","""4649"""
"""Shinji Aoyama""","""119493""","""4271"""
"""Edward Yang""","""143035""","""4334"""
"""Richard Glatzer""","""82335""","""4897"""
"""Don Kempf""","""92935""","""4453"""
""" James D. Stern""","""52159""","""68838"""
""" James D. Stern""","""52159""","""4453"""
"""Eric Hannah""","""1573677""","""4818"""
"""Dale Resteghini""","""117350""","""7282"""
"""Rocco Urbisci""","""74881""","""129514"""
"""Rocco Urbisci""","""74881""","""130970"""
"""Rocco Urbisci""","""74881""","""136447"""
"""Rocco Urbisci""","""74881""","""136445"""
"""Rocco Urbisci""","""74881""","""140265"""
"""Raoul Peck""","""40312""","""4384"""
"""Sandra Nettelbeck""","""18903""","""5525"""
"""Gregory Poirier""","""50942""","""4233"""
"""Henry Bean""","""30458""","""5379"""
"""Jesse Vaughan""","""114646""","""5443"""
"""Fabián Bielinsky""","""74907""","""5319"""
"""Jay Chandrasekhar""","""52049""","""47640"""
"""Jay Chandrasekhar""","""52049""","""7319"""
"""Jay Chandrasekhar""","""52049""","""34520"""
"""Jay Chandrasekhar""","""52049""","""5110"""
"""Mark Jonathan Harris""","""1036428""","""4769"""
"""Virginie Despentes""","""30716""","""4390"""
"""Stephen Daldry""","""468""","""64622"""
"""Stephen Daldry""","""468""","""91325"""
"""Stephen Daldry""","""468""","""3967"""
"""Stephen Daldry""","""468""","""5992"""
"""Miles Swain""","""146811""","""6342"""
"""Oliver Hirschbiegel""","""7832""","""76272"""
"""Oliver Hirschbiegel""","""7832""","""31410"""
"""Oliver Hirschbiegel""","""7832""","""54771"""
"""Oliver Hirschbiegel""","""7832""","""5608"""
"""Robert Luketic""","""36797""","""70183"""
"""Robert Luketic""","""36797""","""78041"""
"""Robert Luketic""","""36797""","""58803"""
"""Robert Luketic""","""36797""","""7255"""
"""Robert Luketic""","""36797""","""33499"""
"""Robert Luketic""","""36797""","""4447"""
"""John Whitesell""","""61175""","""85399"""
"""John Whitesell""","""61175""","""6298"""
"""John Whitesell""","""61175""","""43558"""
"""John Whitesell""","""61175""","""4162"""
"""Daniel Minahan""","""88743""","""4166"""
"""Roland Suso Richter""","""33036""","""27376"""
"""Rob Zombie""","""16848""","""70994"""
"""Rob Zombie""","""16848""","""54785"""
"""Rob Zombie""","""16848""","""34323"""
"""Rob Zombie""","""16848""","""71494"""
"""Rob Zombie""","""16848""","""6290"""
"""Lionel Coleman""","""120685""","""3851"""
"""Jordan Melamed""","""77883""","""6329"""
"""Lieven Debrauwer""","""222506""","""5223"""
""" Jehane Noujaim""","""115892""","""9018"""
""" Jehane Noujaim""","""115892""","""4304"""
"""Blair Hayes""","""58518""","""4732"""
"""Christian Zübert""","""17700""","""7843"""
"""Robert J. Emery""","""1122422""","""137403"""
"""Joel Zwick""","""54644""","""30883"""
"""Joel Zwick""","""54644""","""5299"""
"""Chan-wook Park""","""10099""","""33896"""
"""Chan-wook Park""","""10099""","""158783"""
"""Chan-wook Park""","""10099""","""42632"""
"""Chan-wook Park""","""10099""","""71304"""
"""Chan-wook Park""","""10099""","""101088"""
"""Chan-wook Park""","""10099""","""27592"""
"""Chan-wook Park""","""10099""","""27773"""
"""Chan-wook Park""","""10099""","""27397"""
"""Leon Ichaso""","""78997""","""4968"""
"""David Gordon Green""","""64141""","""61024"""
"""David Gordon Green""","""64141""","""87529"""
"""David Gordon Green""","""64141""","""91323"""
"""David Gordon Green""","""64141""","""8955"""
"""David Gordon Green""","""64141""","""5258"""
"""David Gordon Green""","""64141""","""6159"""
"""Ömer Vargi""","""236655""","""139620"""
"""Yongyoot Thongkongtoon""","""1091281""","""4763"""
"""Charles Herman-Wurmfeld""","""76247""","""6535"""
"""Charles Herman-Wurmfeld""","""76247""","""5222"""
"""Coline Serreau""","""35208""","""6056"""
"""Shawn Levy""","""17825""","""68793"""
"""Shawn Levy""","""17825""","""46972"""
"""Shawn Levy""","""17825""","""102481"""
"""Shawn Levy""","""17825""","""76293"""
"""Shawn Levy""","""17825""","""114601"""
"""Shawn Levy""","""17825""","""119155"""
"""Shawn Levy""","""17825""","""7161"""
"""Shawn Levy""","""17825""","""43836"""
"""Shawn Levy""","""17825""","""90249"""
"""Shawn Levy""","""17825""","""5092"""
"""Shawn Levy""","""17825""","""6006"""
"""John Lee Hancock""","""54040""","""72641"""
"""John Lee Hancock""","""54040""","""107141"""
"""John Lee Hancock""","""54040""","""7379"""
"""John Lee Hancock""","""54040""","""5267"""
"""Billy Morrissette""","""111883""","""5095"""
"""Kinji Fukasaku""","""31074""","""3066"""
"""Kinji Fukasaku""","""31074""","""27704"""
"""Kinji Fukasaku""","""31074""","""7022"""
"""Stephen Gaghan""","""2945""","""40583"""
"""Stephen Gaghan""","""2945""","""5677"""
"""Anne Fontaine""","""48583""","""5535"""
"""Chris Wedge""","""5713""","""102720"""
"""Chris Wedge""","""5713""","""32031"""
"""Chris Wedge""","""5713""","""5218"""
"""Patrick Stettner""","""59210""","""47261"""
"""Patrick Stettner""","""59210""","""4965"""
"""Kazuki Akane""","""90695""","""5069"""
""" Yoshiyuki Takei""","""90696""","""5069"""
"""Chris Nahon""","""21931""","""73488"""
"""Chris Nahon""","""21931""","""4387"""
""" Joe Russo""","""19272""","""45726"""
""" Joe Russo""","""19272""","""110102"""
""" Joe Russo""","""19272""","""122920"""
""" Joe Russo""","""19272""","""5636"""
"""Seth Kearsley""","""84975""","""5879"""
"""Ellory Elkayem""","""56150""","""5478"""
"""Guel Arraes""","""102560""","""44717"""
"""Guel Arraes""","""102560""","""27423"""
"""Will Vinton""","""60220""","""8574"""
"""Joel Hopkins""","""81256""","""65465"""
"""Joel Hopkins""","""81256""","""4451"""
"""Jacques Audiard""","""17496""","""73344"""
"""Jacques Audiard""","""17496""","""5516"""
"""Hiroyuki Kitakubo""","""16136""","""27441"""
"""Stacy Peralta""","""4319""","""27882"""
"""Stacy Peralta""","""4319""","""5325"""
"""Rich Murray""","""94643""","""5562"""
"""Dean DeBlois""","""69797""","""76093"""
"""Dean DeBlois""","""69797""","""58425"""
"""Dean DeBlois""","""69797""","""112175"""
"""Dean DeBlois""","""69797""","""5444"""
"""Hans Weingartner""","""3722""","""33903"""
"""Hans Weingartner""","""3722""","""31413"""
""" Tobias Amann""","""3870""","""31413"""
"""Gregor Jordan""","""57030""","""78218"""
"""Gregor Jordan""","""57030""","""7372"""
"""Jesse Dylan""","""54584""","""6586"""
"""Jesse Dylan""","""54584""","""33495"""
"""Jesse Dylan""","""54584""","""4989"""
"""Jan Harlan""","""5016""","""68536"""
"""Callie Khouri""","""17397""","""5415"""
"""Wallace Wolodarsky""","""486""","""5255"""
""" Lynne Southerland""","""71849""","""110781"""
"""Juan Pablo Rebella""","""116583""","""33380"""
"""Paul Greengrass""","""25598""","""74795"""
"""Paul Greengrass""","""25598""","""45210"""
"""Paul Greengrass""","""25598""","""105504"""
"""Paul Greengrass""","""25598""","""160438"""
"""Paul Greengrass""","""25598""","""8665"""
"""Paul Greengrass""","""25598""","""54286"""
"""Paul Greengrass""","""25598""","""5632"""
"""Neil Marshall""","""57581""","""79796"""
"""Neil Marshall""","""57581""","""58297"""
"""Neil Marshall""","""57581""","""40732"""
"""Neil Marshall""","""57581""","""5833"""
"""Burr Steers""","""58552""","""68135"""
"""Burr Steers""","""58552""","""149830"""
"""Burr Steers""","""58552""","""79588"""
"""Burr Steers""","""58552""","""5577"""
"""Angela Christlieb""","""143589""","""6368"""
"""Cathy Malkasian""","""78488""","""5958"""
"""Jonathan Liebesman""","""66739""","""93766"""
"""Jonathan Liebesman""","""66739""","""113348"""
"""Jonathan Liebesman""","""66739""","""85131"""
"""Jonathan Liebesman""","""66739""","""48518"""
"""Jonathan Liebesman""","""66739""","""6040"""
"""Scott J. Gill""","""58687""","""4961"""
""" Justine Shapiro""","""220775""","""5224"""
""" Carlos Bolado""","""234749""","""5224"""
"""Danis Tanovic""","""20028""","""7789"""
"""Danis Tanovic""","""20028""","""4967"""
"""Michael Kruzan""","""1174204""","""95740"""
"""Olivier Assayas""","""21678""","""70927"""
"""Olivier Assayas""","""21678""","""68967"""
"""Olivier Assayas""","""21678""","""50912"""
"""Olivier Assayas""","""21678""","""6757"""
"""Agustín Díaz Yanes""","""127823""","""6690"""
"""Mark Mylod""","""57199""","""90576"""
"""Mark Mylod""","""57199""","""27478"""
"""Zacharias Kunuk""","""97296""","""5417"""
"""Mort Nathan""","""57962""","""49526"""
"""Mort Nathan""","""57962""","""6249"""
"""Andrzej Sekula""","""3115""","""27482"""
"""Sylvain Chomet""","""21768""","""50912"""
"""Sylvain Chomet""","""21768""","""81018"""
"""Sylvain Chomet""","""21768""","""6773"""
"""Ondrej Trojan""","""213337""","""31903"""
"""Craig McCracken""","""122967""","""5460"""
"""Eric Bress""","""20218""","""7254"""
""" J. Mackye Gruber""","""20219""","""7254"""
"""Menno Meyjes""","""736""","""55732"""
"""Menno Meyjes""","""736""","""5993"""
"""DJ Pooh""","""65134""","""4895"""
"""Ryosuke Hashiguchi""","""96557""","""5534"""
"""Barry Skolnick""","""61571""","""5134"""
"""Laetitia Colombani""","""71307""","""6163"""
"""Louis Leterrier""","""18865""","""60040"""
"""Louis Leterrier""","""18865""","""76175"""
"""Louis Leterrier""","""18865""","""102903"""
"""Louis Leterrier""","""18865""","""152091"""
"""Louis Leterrier""","""18865""","""33437"""
"""Louis Leterrier""","""18865""","""36519"""
"""Louis Leterrier""","""18865""","""5574"""
"""Marcus Raboy""","""65133""","""5874"""
"""Perry Andelin Blake""","""20824""","""5501"""
"""Sturla Gunnarsson""","""43526""","""5083"""
"""Alejandro Agresti""","""21031""","""45668"""
"""Alejandro Agresti""","""21031""","""7456"""
"""Don Michael Paul""","""27005""","""5815"""
"""Chris Delaporte""","""69938""","""8537"""
""" Pascal Pinon""","""69940""","""8537"""
"""Niki Caro""","""15287""","""129659"""
"""Niki Caro""","""15287""","""39234"""
"""Niki Caro""","""15287""","""6385"""
"""Dylan Kidd""","""239075""","""5792"""
"""Michael Criscione""","""1286322""","""140761"""
"""Gary Hardwick""","""95458""","""6154"""
""" Jacques Cluzaud""","""138857""","""76054"""
""" Jacques Cluzaud""","""138857""","""6299"""
"""Michael Dowse""","""71280""","""84950"""
"""Michael Dowse""","""71280""","""104863"""
"""Michael Dowse""","""71280""","""93443"""
"""Michael Dowse""","""71280""","""27555"""
"""Lucky McKee""","""51534""","""88272"""
"""Lucky McKee""","""51534""","""6063"""
"""Charles Stone III""","""80215""","""8864"""
"""Charles Stone III""","""80215""","""5941"""
"""AJ Schnack""","""946395""","""79029"""
"""AJ Schnack""","""946395""","""6375"""
"""Andreas Dresen""","""4617""","""128616"""
"""Andreas Dresen""","""4617""","""8070"""
"""Shari Springer Berman""","""72205""","""54780"""
"""Shari Springer Berman""","""72205""","""6620"""
""" Robert Pulcini""","""72206""","""54780"""
""" Robert Pulcini""","""72206""","""6620"""
"""John Stainton""","""944713""","""5462"""
"""Larry Blamire""","""88837""","""7266"""
"""Jean-Xavier de Lestrade""","""937129""","""6400"""
"""Thomas Riedelsheimer""","""105764""","""7096"""
""" Rob Letterman""","""65630""","""67408"""
""" Rob Letterman""","""65630""","""144620"""
""" Rob Letterman""","""65630""","""82854"""
""" Rob Letterman""","""65630""","""8907"""
"""Wych Kaosayananda""","""65615""","""5609"""
"""Neil Burger""","""17329""","""108190"""
"""Neil Burger""","""17329""","""84152"""
"""Neil Burger""","""17329""","""5819"""
"""Neil Burger""","""17329""","""47610"""
"""Keith Fulton""","""74647""","""6062"""
""" Louis Pepe""","""106537""","""6062"""
"""J.T.S. Moore""","""110351""","""6679"""
"""André Heller""","""56937""","""6042"""
""" Othmar Schmiderer""","""56938""","""6042"""
"""Peter Hedges""","""3290""","""55267"""
"""Peter Hedges""","""3290""","""6881"""
"""Steve Box""","""7313""","""38038"""
"""Michael O. Gallant""","""111212""","""140745"""
"""Bo Welch""","""5133""","""6951"""
"""Sion Sono""","""67075""","""27604"""
"""Jim Malone""","""73051""","""5672"""
"""Tuck Tucker""","""1409418""","""5448"""
"""Isabel Coixet""","""90""","""50912"""
"""Isabel Coixet""","""90""","""61075"""
"""Isabel Coixet""","""90""","""6770"""
"""Isabel Coixet""","""90""","""47202"""
"""Paul Justman""","""110464""","""5820"""
"""Peter Sollett""","""71548""","""62155"""
"""Peter Sollett""","""71548""","""6268"""
""" Joe Ranft""","""7911""","""45517"""
"""Fernando Meirelles""","""8557""","""6016"""
"""Fernando Meirelles""","""8557""","""36517"""
""" Kátia Lund""","""8559""","""6016"""
"""Nir Bergman""","""563341""","""7349"""
"""J.J. Abrams""","""15344""","""68358"""
"""J.J. Abrams""","""15344""","""87306"""
"""J.J. Abrams""","""15344""","""102445"""
"""J.J. Abrams""","""15344""","""122886"""
"""J.J. Abrams""","""15344""","""45186"""
"""Aleksandr Sokurov""","""107762""","""5686"""
"""Nicolas Philibert""","""41788""","""6772"""
"""Breck Eisner""","""52609""","""74685"""
"""Breck Eisner""","""52609""","""135532"""
"""Breck Eisner""","""52609""","""32596"""
"""Fernando León de Aranoa""","""15602""","""6571"""
"""Len Wiseman""","""3950""","""95875"""
"""Len Wiseman""","""3950""","""53972"""
"""Len Wiseman""","""3950""","""6754"""
"""Len Wiseman""","""3950""","""42738"""
"""Bille Woodruff""","""62116""","""7142"""
"""Jeff Tremaine""","""56578""","""81156"""
"""Jeff Tremaine""","""56578""","""48322"""
"""Jeff Tremaine""","""56578""","""98083"""
"""Jeff Tremaine""","""56578""","""106062"""
"""Jeff Tremaine""","""56578""","""5785"""
""" Roger Gould""","""74142""","""88345"""
""" Roger Gould""","""74142""","""95375"""
"""Linda Mendoza""","""1214860""","""6295"""
"""Ulf Malmros""","""69646""","""41912"""
